Team_Name,Opp_Name,Date,Game_Round,Team_Outcome,Team_Goals,Team_Points,Team_Score,Opp_Goals,Opp_Points,Opp_Score,Venue
KILDARE,LOUTH,25/03/2007,"NFL, DIV 1  SB",WIN,0,14,14,2,7,13,NULL
LIMERICK,TYRONE,25/03/2007,"NFL, DIV 1  SA",LOSS,0,9,9,1,8,11,NULL
WESTMEATH,GALWAY,25/03/2007,"NFL, DIV 1  SB",LOSS,0,10,10,1,13,16,NULL
CARLOW,LEITRIM,25/03/2007,"NFL, DIV 2  SA",LOSS,1,7,10,3,15,24,NULL
LONDON,MONAGHAN,25/03/2007,"NFL, DIV 2  SA",LOSS,1,5,8,0,16,16,NULL
OFFALY,CLARE,25/03/2007,"NFL, DIV 2  SA",WIN,0,15,15,1,9,12,NULL
ROSCOMMON,LONGFORD,25/03/2007,"NFL, DIV 2  SA",WIN,0,15,15,0,12,12,NULL
WATERFORD,TIPPERARY,25/03/2007,"NFL, DIV 2  SB",LOSS,0,12,12,3,10,19,NULL
WICKLOW,MEATH,25/03/2007,"NFL, DIV 2  SB",LOSS,0,12,12,1,12,15,NULL
SLIGO,WEXFORD,25/03/2007,"NFL, DIV 2  SB",LOSS,1,10,13,2,10,16,NULL
TYRONE,KERRY,31/03/2007,"NFL, DIV 1  SA",TIE,0,9,9,0,9,9,NULL
LAOIS,ARMAGH,31/03/2007,"NFL, DIV 1  SB",WIN,1,13,16,0,8,8,NULL
WATERFORD,MEATH,31/03/2007,"NFL, DIV 2  SB",LOSS,1,6,9,4,12,24,NULL
DOWN,DERRY,01/04/2007,"NFL, DIV 1  SB",LOSS,0,9,9,0,12,12,NULL
FERMANAGH,CORK,01/04/2007,"NFL, DIV 1  SA",LOSS,0,6,6,1,15,18,NULL
LIMERICK,DONEGAL,01/04/2007,"NFL, DIV 1  SA",TIE,2,12,18,4,6,18,NULL
GALWAY,LOUTH,01/04/2007,"NFL, DIV 1  SB",WIN,1,12,15,0,11,11,NULL
MAYO,DUBLIN,01/04/2007,"NFL, DIV 1  SA",WIN,0,10,10,0,9,9,NULL
WESTMEATH,KILDARE,01/04/2007,"NFL, DIV 1  SB",LOSS,0,8,8,0,9,9,NULL
LONDON,CLARE,01/04/2007,"NFL, DIV 2  SA",LOSS,2,5,11,3,15,24,NULL
CARLOW,LONGFORD,01/04/2007,"NFL, DIV 2  SA",WIN,1,15,18,1,11,14,NULL
CAVAN,WEXFORD,01/04/2007,"NFL, DIV 2  SB",TIE,0,11,11,0,11,11,NULL
OFFALY,MONAGHAN,01/04/2007,"NFL, DIV 2  SA",LOSS,0,12,12,0,13,13,NULL
LEITRIM,ROSCOMMON,01/04/2007,"NFL, DIV 2  SA",WIN,2,8,14,0,11,11,NULL
SLIGO,ANTRIM,01/04/2007,"NFL, DIV 2  SB",WIN,2,13,19,0,14,14,NULL
WICKLOW,TIPPERARY,01/04/2007,"NFL, DIV 2  SB",WIN,0,13,13,0,11,11,NULL
WESTMEATH,ARMAGH,08/04/2007,"NFL, DIV 1  SB",LOSS,0,12,12,2,10,16,NULL
LIMERICK,CORK,08/04/2007,"NFL, DIV 1  SA",LOSS,1,9,12,0,17,17,NULL
FERMANAGH,DONEGAL,08/04/2007,"NFL, DIV 1  SA",LOSS,2,9,15,1,13,16,NULL
KERRY,DUBLIN,08/04/2007,"NFL, DIV 1  SA",WIN,1,12,15,2,7,13,NULL
DERRY,LOUTH,08/04/2007,"NFL, DIV 1  SB",WIN,3,18,27,1,11,14,NULL
DOWN,GALWAY,08/04/2007,"NFL, DIV 1  SB",LOSS,1,11,14,3,11,20,NULL
LAOIS,KILDARE,08/04/2007,"NFL, DIV 1  SB",TIE,1,12,15,0,15,15,NULL
MAYO,TYRONE,08/04/2007,"NFL, DIV 1  SA",WIN,4,7,19,1,11,14,NULL
ANTRIM,TIPPERARY,08/04/2007,"NFL, DIV 2  SB",WIN,2,15,21,0,11,11,NULL
LONDON,LEITRIM,08/04/2007,"NFL, DIV 2  SA",LOSS,0,10,10,0,13,13,NULL
WATERFORD,CAVAN,08/04/2007,"NFL, DIV 2  SB",LOSS,1,11,14,3,12,21,NULL
MEATH,WEXFORD,08/04/2007,"NFL, DIV 2  SB",LOSS,0,9,9,2,10,16,NULL
WICKLOW,SLIGO,08/04/2007,"NFL, DIV 2  SB",LOSS,1,10,13,0,17,17,NULL
KILDARE,DONEGAL,15/04/2007,"NFL, DIV 1  SEMI-FINAL",LOSS,1,11,14,1,13,16,CROKE PARK
MAYO,GALWAY,15/04/2007,"NFL, DIV 1  SEMI-FINAL",WIN,2,10,16,1,12,15,CROKE PARK
LONDON,CARLOW,15/04/2007,"NFL, DIV 2  SA",WIN,4,11,23,1,7,10,NULL
CLARE,LONGFORD,15/04/2007,"NFL, DIV 2  SA",LOSS,0,10,10,2,10,16,NULL
LEITRIM,MONAGHAN,15/04/2007,"NFL, DIV 2  SA",LOSS,2,10,16,1,14,17,NULL
OFFALY,ROSCOMMON,15/04/2007,"NFL, DIV 2  SA",LOSS,1,16,19,4,11,23,NULL
ROSCOMMON,CAVAN,21/04/2007,"NFL, DIV 2  SEMI-FINAL",WIN,2,13,19,0,14,14,CROKE PARK
MEATH,MONAGHAN,21/04/2007,"NFL, DIV 2  SEMI-FINAL",WIN,3,10,19,0,11,11,CROKE PARK
MAYO,DONEGAL,22/04/2007,"NFL, DIV 1  FINAL",LOSS,0,10,10,0,13,13,CROKE PARK
MEATH,ROSCOMMON,29/04/2007,"NFL, DIV 2  FINAL",WIN,2,12,18,0,10,10,KINGSPAN BREFFNI PARK
DONEGAL,KERRY,02/02/2008,"NFL, DIV 1 ",WIN,1,8,11,1,7,10,NULL
MAYO,DERRY,02/02/2008,"NFL, DIV 1 ",LOSS,1,9,12,2,9,15,NULL
KILDARE,TYRONE,02/02/2008,"NFL, DIV 1 ",TIE,1,4,7,0,7,7,NULL
WESTMEATH,DUBLIN,02/02/2008,"NFL, DIV 2 ",LOSS,1,5,8,1,7,10,NULL
SLIGO,DOWN,02/02/2008,"NFL, DIV 3 ",LOSS,2,5,11,1,12,15,NULL
LAOIS,GALWAY,03/02/2008,"NFL, DIV 1 ",LOSS,1,9,12,0,15,15,NULL
CAVAN,ARMAGH,03/02/2008,"NFL, DIV 2 ",LOSS,1,10,13,0,14,14,NULL
MONAGHAN,ROSCOMMON,03/02/2008,"NFL, DIV 2 ",WIN,1,18,21,1,8,11,NULL
LIMERICK,LOUTH,03/02/2008,"NFL, DIV 3 ",WIN,1,10,13,0,9,9,NULL
LONGFORD,WEXFORD,03/02/2008,"NFL, DIV 3 ",LOSS,1,9,12,3,8,17,NULL
CARLOW,CLARE,03/02/2008,"NFL, DIV 4 ",WIN,1,12,15,0,10,10,NULL
KILKENNY,TIPPERARY,03/02/2008,"NFL, DIV 4 ",LOSS,1,5,8,4,20,32,NULL
LONDON,OFFALY,03/02/2008,"NFL, DIV 4 ",LOSS,1,6,9,5,16,31,NULL
WICKLOW,ANTRIM,03/02/2008,"NFL, DIV 4 ",LOSS,1,8,11,1,13,16,NULL
KILKENNY,ANTRIM,09/02/2008,"NFL, DIV 4 ",LOSS,0,6,6,2,25,31,NULL
CARLOW,OFFALY,09/02/2008,"NFL, DIV 4 ",LOSS,0,8,8,3,19,28,NULL
CLARE,TIPPERARY,09/02/2008,"NFL, DIV 4 ",LOSS,1,7,10,0,13,13,NULL
WICKLOW,WATERFORD,09/02/2008,"NFL, DIV 4 ",WIN,1,15,18,0,12,12,NULL
TYRONE,KERRY,16/02/2008,"NFL, DIV 1 ",LOSS,0,9,9,0,12,12,NULL
LAOIS,DERRY,16/02/2008,"NFL, DIV 1 ",LOSS,1,9,12,2,12,18,NULL
MONAGHAN,CAVAN,16/02/2008,"NFL, DIV 2 ",WIN,2,12,18,0,10,10,NULL
CLARE,ANTRIM,16/02/2008,"NFL, DIV 4 ",LOSS,0,3,3,1,13,16,NULL
KILKENNY,WATERFORD,16/02/2008,"NFL, DIV 4 ",LOSS,0,8,8,2,9,15,NULL
LONDON,CARLOW,16/02/2008,"NFL, DIV 4 ",LOSS,1,9,12,3,10,19,NULL
OFFALY,TIPPERARY,16/02/2008,"NFL, DIV 4 ",WIN,1,11,14,1,7,10,NULL
KILDARE,GALWAY,17/02/2008,"NFL, DIV 1 ",LOSS,2,8,14,1,12,15,NULL
MAYO,DONEGAL,17/02/2008,"NFL, DIV 1 ",LOSS,0,16,16,2,11,17,NULL
MEATH,ROSCOMMON,17/02/2008,"NFL, DIV 2 ",TIE,0,15,15,1,12,15,NULL
WESTMEATH,ARMAGH,17/02/2008,"NFL, DIV 2 ",WIN,1,11,14,1,6,9,NULL
LEITRIM,LONGFORD,17/02/2008,"NFL, DIV 3 ",LOSS,0,6,6,2,10,16,NULL
DOWN,LOUTH,17/02/2008,"NFL, DIV 3 ",WIN,1,14,17,2,10,16,NULL
SLIGO,WEXFORD,17/02/2008,"NFL, DIV 3 ",LOSS,0,13,13,0,14,14,NULL
LAOIS,MAYO,01/03/2008,"NFL, DIV 1 ",TIE,1,13,16,1,13,16,NULL
CAVAN,DUBLIN,01/03/2008,"NFL, DIV 2 ",LOSS,0,7,7,1,9,12,NULL
ROSCOMMON,CORK,01/03/2008,"NFL, DIV 2 ",LOSS,0,15,15,1,14,17,NULL
OFFALY,ANTRIM,01/03/2008,"NFL, DIV 4 ",TIE,1,10,13,0,13,13,NULL
GALWAY,TYRONE,02/03/2008,"NFL, DIV 1 ",WIN,1,14,17,2,9,15,NULL
KILDARE,DONEGAL,02/03/2008,"NFL, DIV 1 ",WIN,0,12,12,0,11,11,NULL
DERRY,KERRY,02/03/2008,"NFL, DIV 1 ",LOSS,0,9,9,0,10,10,NULL
MONAGHAN,ARMAGH,02/03/2008,"NFL, DIV 2 ",WIN,1,11,14,1,10,13,NULL
WESTMEATH,MEATH,02/03/2008,"NFL, DIV 2 ",WIN,1,10,13,0,8,8,NULL
FERMANAGH,LONGFORD,02/03/2008,"NFL, DIV 3 ",WIN,2,10,16,1,10,13,NULL
LEITRIM,LOUTH,02/03/2008,"NFL, DIV 3 ",LOSS,2,8,14,2,17,23,NULL
LIMERICK,SLIGO,02/03/2008,"NFL, DIV 3 ",LOSS,1,10,13,0,14,14,NULL
DOWN,WEXFORD,02/03/2008,"NFL, DIV 3 ",LOSS,0,9,9,2,8,14,NULL
LONDON,TIPPERARY,02/03/2008,"NFL, DIV 4 ",LOSS,0,4,4,1,23,26,NULL
WATERFORD,CLARE,02/03/2008,"NFL, DIV 4 ",WIN,1,13,16,0,10,10,NULL
WICKLOW,KILKENNY,02/03/2008,"NFL, DIV 4 ",WIN,2,34,40,0,5,5,NULL
FERMANAGH,LEITRIM,09/03/2008,"NFL, DIV 3 ",WIN,3,10,19,2,9,15,NULL
GALWAY,DONEGAL,15/03/2008,"NFL, DIV 1 ",LOSS,1,11,14,1,12,15,NULL
KILDARE,DERRY,15/03/2008,"NFL, DIV 1 ",LOSS,0,8,8,1,16,19,NULL
LAOIS,TYRONE,15/03/2008,"NFL, DIV 1 ",LOSS,0,14,14,0,16,16,NULL
WESTMEATH,CORK,15/03/2008,"NFL, DIV 2 ",LOSS,0,9,9,0,11,11,NULL
DOWN,LONGFORD,15/03/2008,"NFL, DIV 3 ",WIN,0,19,19,0,16,16,NULL
CARLOW,ANTRIM,15/03/2008,"NFL, DIV 4 ",LOSS,0,7,7,0,13,13,NULL
LONDON,WATERFORD,15/03/2008,"NFL, DIV 4 ",LOSS,0,3,3,1,12,15,NULL
MAYO,KERRY,16/03/2008,"NFL, DIV 1 ",WIN,0,16,16,1,12,15,NULL
ROSCOMMON,ARMAGH,16/03/2008,"NFL, DIV 2 ",LOSS,0,8,8,4,20,32,NULL
MEATH,CAVAN,16/03/2008,"NFL, DIV 2 ",WIN,0,15,15,0,13,13,NULL
FERMANAGH,LOUTH,16/03/2008,"NFL, DIV 3 ",WIN,0,11,11,0,10,10,NULL
LEITRIM,SLIGO,16/03/2008,"NFL, DIV 3 ",WIN,1,12,15,0,6,6,NULL
LIMERICK,WEXFORD,16/03/2008,"NFL, DIV 3 ",TIE,1,12,15,1,12,15,NULL
KILKENNY,CLARE,16/03/2008,"NFL, DIV 4 ",LOSS,1,4,7,4,19,31,NULL
WICKLOW,OFFALY,16/03/2008,"NFL, DIV 4 ",LOSS,1,6,9,3,15,24,NULL
FERMANAGH,LIMERICK,22/03/2008,"NFL, DIV 3 ",WIN,0,14,14,1,7,10,NULL
MONAGHAN,DUBLIN,23/03/2008,"NFL, DIV 2 ",TIE,0,13,13,1,10,13,NULL
LAOIS,KERRY,29/03/2008,"NFL, DIV 1 ",LOSS,0,12,12,0,16,16,NULL
CAVAN,CORK,29/03/2008,"NFL, DIV 2 ",WIN,0,13,13,0,12,12,NULL
DERRY,GALWAY,30/03/2008,"NFL, DIV 1 ",LOSS,0,13,13,3,9,18,NULL
KILDARE,MAYO,30/03/2008,"NFL, DIV 1 ",LOSS,2,8,14,2,14,20,NULL
DONEGAL,TYRONE,30/03/2008,"NFL, DIV 1 ",LOSS,0,9,9,0,11,11,NULL
MEATH,MONAGHAN,30/03/2008,"NFL, DIV 2 ",LOSS,0,10,10,1,12,15,NULL
WESTMEATH,ROSCOMMON,30/03/2008,"NFL, DIV 2 ",WIN,1,14,17,0,6,6,NULL
LONGFORD,LOUTH,30/03/2008,"NFL, DIV 3 ",LOSS,0,14,14,2,21,27,NULL
FERMANAGH,SLIGO,30/03/2008,"NFL, DIV 3 ",WIN,0,17,17,0,14,14,NULL
LEITRIM,WEXFORD,30/03/2008,"NFL, DIV 3 ",LOSS,0,7,7,1,10,13,NULL
CARLOW,TIPPERARY,30/03/2008,"NFL, DIV 4 ",WIN,1,10,13,1,9,12,NULL
WICKLOW,CLARE,30/03/2008,"NFL, DIV 4 ",LOSS,0,8,8,0,11,11,NULL
LONDON,ANTRIM,30/03/2008,"NFL, DIV 4 ",LOSS,0,5,5,3,19,28,NULL
WATERFORD,OFFALY,30/03/2008,"NFL, DIV 4 ",LOSS,1,8,11,0,13,13,NULL
DERRY,TYRONE,05/04/2008,"NFL, DIV 1 ",WIN,0,14,14,0,10,10,NULL
KILDARE,KERRY,05/04/2008,"NFL, DIV 1 ",LOSS,0,8,8,0,9,9,NULL
MONAGHAN,CORK,05/04/2008,"NFL, DIV 2 ",LOSS,0,10,10,0,12,12,NULL
ROSCOMMON,DUBLIN,05/04/2008,"NFL, DIV 2 ",LOSS,0,7,7,3,20,29,NULL
MEATH,ARMAGH,05/04/2008,"NFL, DIV 2 ",WIN,3,7,16,1,6,9,NULL
LAOIS,DONEGAL,06/04/2008,"NFL, DIV 1 ",LOSS,2,8,14,1,14,17,NULL
MAYO,GALWAY,06/04/2008,"NFL, DIV 1 ",LOSS,1,11,14,2,9,15,NULL
WESTMEATH,CAVAN,06/04/2008,"NFL, DIV 2 ",WIN,0,10,10,0,6,6,NULL
FERMANAGH,WEXFORD,06/04/2008,"NFL, DIV 3 ",TIE,2,6,12,0,12,12,NULL
LIMERICK,LONGFORD,06/04/2008,"NFL, DIV 3 ",LOSS,2,6,12,3,5,14,NULL
LEITRIM,DOWN,06/04/2008,"NFL, DIV 3 ",WIN,2,7,13,1,9,12,NULL
SLIGO,LOUTH,06/04/2008,"NFL, DIV 3 ",LOSS,0,12,12,2,7,13,NULL
CARLOW,WATERFORD,06/04/2008,"NFL, DIV 4 ",LOSS,0,11,11,1,15,18,NULL
LONDON,WICKLOW,06/04/2008,"NFL, DIV 4 ",LOSS,0,6,6,4,9,21,NULL
KILKENNY,OFFALY,06/04/2008,"NFL, DIV 4 ",LOSS,1,6,9,4,22,34,NULL
ANTRIM,TIPPERARY,06/04/2008,"NFL, DIV 4 ",LOSS,0,7,7,0,10,10,NULL
DERRY,DONEGAL,13/04/2008,"NFL, DIV 1 ",WIN,0,15,15,0,10,10,NULL
GALWAY,KERRY,13/04/2008,"NFL, DIV 1 ",LOSS,0,10,10,0,15,15,NULL
LAOIS,KILDARE,13/04/2008,"NFL, DIV 1 ",TIE,0,13,13,1,10,13,NULL
MAYO,TYRONE,13/04/2008,"NFL, DIV 1 ",LOSS,0,13,13,0,15,15,NULL
ARMAGH,DUBLIN,13/04/2008,"NFL, DIV 2 ",WIN,3,13,22,1,10,13,NULL
LIMERICK,DOWN,13/04/2008,"NFL, DIV 3 ",LOSS,1,15,18,4,13,25,NULL
OFFALY,CLARE,13/04/2008,"NFL, DIV 4 ",LOSS,1,8,11,1,9,12,NULL
LONDON,KILKENNY,13/04/2008,"NFL, DIV 4 ",LOSS,0,15,15,2,13,19,NULL
WATERFORD,TIPPERARY,13/04/2008,"NFL, DIV 4 ",LOSS,1,10,13,2,8,14,NULL
WICKLOW,CARLOW,13/04/2008,"NFL, DIV 4 ",WIN,1,15,18,1,6,9,NULL
CARLOW,KILKENNY,19/04/2008,"NFL, DIV 4 ",WIN,2,15,21,3,4,13,NULL
ARMAGH,CORK,20/04/2008,"NFL, DIV 2 ",TIE,0,13,13,1,10,13,NULL
MEATH,DUBLIN,20/04/2008,"NFL, DIV 2 ",LOSS,2,6,12,0,13,13,NULL
WESTMEATH,MONAGHAN,20/04/2008,"NFL, DIV 2 ",WIN,1,10,13,0,11,11,NULL
ROSCOMMON,CAVAN,20/04/2008,"NFL, DIV 2 ",WIN,2,13,19,1,15,18,NULL
FERMANAGH,DOWN,20/04/2008,"NFL, DIV 3 ",WIN,1,12,15,0,13,13,NULL
LEITRIM,LIMERICK,20/04/2008,"NFL, DIV 3 ",LOSS,0,11,11,1,9,12,NULL
SLIGO,LONGFORD,20/04/2008,"NFL, DIV 3 ",LOSS,0,14,14,1,14,17,NULL
WEXFORD,LOUTH,20/04/2008,"NFL, DIV 3 ",WIN,2,16,22,0,15,15,NULL
WATERFORD,ANTRIM,20/04/2008,"NFL, DIV 4 ",WIN,1,8,11,0,8,8,NULL
LONDON,CLARE,20/04/2008,"NFL, DIV 4 ",LOSS,1,12,15,2,13,19,NULL
WICKLOW,TIPPERARY,20/04/2008,"NFL, DIV 4 ",LOSS,0,10,10,0,12,12,NULL
WESTMEATH,DUBLIN,26/04/2008,"NFL, DIV 2  FINAL",WIN,0,15,15,0,10,10,PAIRC TAILTEAN
DERRY,KERRY,27/04/2008,"NFL, DIV 1  FINAL",WIN,2,13,19,2,9,15,PARNELL PARK
FERMANAGH,WEXFORD,27/04/2008,"NFL, DIV 3  FINAL",LOSS,0,20,20,3,15,24,PARNELL PARK
OFFALY,TIPPERARY,27/04/2008,"NFL, DIV 4  FINAL",WIN,2,13,19,0,12,12,O'MOORE PARK
TYRONE,DUBLIN,31/01/2009,"NFL, DIV 1 ",WIN,1,18,21,1,16,19,NULL
MAYO,DERRY,01/02/2009,"NFL, DIV 1 ",LOSS,0,10,10,1,9,12,NULL
WESTMEATH,GALWAY,01/02/2009,"NFL, DIV 1 ",LOSS,0,11,11,2,10,16,NULL
DONEGAL,KERRY,01/02/2009,"NFL, DIV 1 ",LOSS,0,11,11,2,13,19,NULL
ARMAGH,WEXFORD,01/02/2009,"NFL, DIV 2 ",WIN,4,16,28,2,9,15,NULL
FERMANAGH,MONAGHAN,01/02/2009,"NFL, DIV 2 ",LOSS,1,10,13,2,12,18,NULL
MEATH,CORK,01/02/2009,"NFL, DIV 2 ",LOSS,0,9,9,1,15,18,NULL
LAOIS,KILDARE,01/02/2009,"NFL, DIV 2 ",LOSS,1,8,11,0,18,18,NULL
OFFALY,ROSCOMMON,01/02/2009,"NFL, DIV 3 ",LOSS,0,7,7,0,16,16,NULL
CAVAN,LONGFORD,01/02/2009,"NFL, DIV 3 ",LOSS,0,12,12,3,6,15,NULL
LIMERICK,LOUTH,01/02/2009,"NFL, DIV 3 ",LOSS,0,6,6,1,14,17,NULL
DOWN,TIPPERARY,01/02/2009,"NFL, DIV 3 ",WIN,0,18,18,1,9,12,NULL
KILKENNY,SLIGO,01/02/2009,"NFL, DIV 4 ",LOSS,0,4,4,3,20,29,NULL
CARLOW,CLARE,01/02/2009,"NFL, DIV 4 ",LOSS,0,10,10,0,12,12,NULL
LONDON,LEITRIM,01/02/2009,"NFL, DIV 4 ",LOSS,2,7,13,2,12,18,NULL
WICKLOW,ANTRIM,01/02/2009,"NFL, DIV 4 ",TIE,3,6,15,0,15,15,NULL
WICKLOW,WATERFORD,07/02/2009,"NFL, DIV 4 ",TIE,0,15,15,2,9,15,NULL
SLIGO,CLARE,07/02/2009,"NFL, DIV 4 ",WIN,1,13,16,2,9,15,NULL
KILKENNY,ANTRIM,07/02/2009,"NFL, DIV 4 ",LOSS,0,5,5,4,27,39,NULL
MAYO,DONEGAL,14/02/2009,"NFL, DIV 1 ",TIE,1,13,16,2,10,16,NULL
LAOIS,ARMAGH,14/02/2009,"NFL, DIV 2 ",WIN,2,11,17,2,8,14,NULL
FERMANAGH,MEATH,14/02/2009,"NFL, DIV 2 ",WIN,2,7,13,0,12,12,NULL
LIMERICK,ROSCOMMON,14/02/2009,"NFL, DIV 3 ",WIN,0,14,14,1,10,13,NULL
DOWN,LOUTH,14/02/2009,"NFL, DIV 3 ",WIN,1,13,16,1,12,15,NULL
CLARE,ANTRIM,14/02/2009,"NFL, DIV 4 ",LOSS,1,6,9,1,14,17,NULL
WESTMEATH,DERRY,15/02/2009,"NFL, DIV 1 ",LOSS,0,7,7,1,18,21,NULL
TYRONE,KERRY,15/02/2009,"NFL, DIV 1 ",LOSS,0,13,13,2,10,16,NULL
GALWAY,DUBLIN,15/02/2009,"NFL, DIV 1 ",WIN,3,12,21,0,13,13,NULL
KILDARE,CORK,15/02/2009,"NFL, DIV 2 ",TIE,0,14,14,0,14,14,NULL
MONAGHAN,WEXFORD,15/02/2009,"NFL, DIV 2 ",WIN,2,17,23,1,12,15,NULL
TIPPERARY,CAVAN,15/02/2009,"NFL, DIV 3 ",WIN,0,13,13,0,11,11,NULL
OFFALY,LONGFORD,15/02/2009,"NFL, DIV 3 ",TIE,0,11,11,0,11,11,NULL
LONDON,CARLOW,15/02/2009,"NFL, DIV 4 ",LOSS,0,14,14,2,14,20,NULL
LEITRIM,SLIGO,15/02/2009,"NFL, DIV 4 ",LOSS,1,8,11,4,14,26,NULL
KILKENNY,WATERFORD,15/02/2009,"NFL, DIV 4 ",LOSS,0,3,3,2,20,26,NULL
CARLOW,LEITRIM,21/02/2009,"NFL, DIV 4 ",LOSS,0,7,7,1,12,15,NULL
GALWAY,TYRONE,07/03/2009,"NFL, DIV 1 ",WIN,0,10,10,0,8,8,NULL
LAOIS,MEATH,07/03/2009,"NFL, DIV 2 ",LOSS,0,6,6,1,8,11,NULL
DOWN,CAVAN,07/03/2009,"NFL, DIV 3 ",LOSS,0,10,10,0,12,12,NULL
WESTMEATH,MAYO,08/03/2009,"NFL, DIV 1 ",LOSS,0,8,8,1,13,16,NULL
DERRY,KERRY,08/03/2009,"NFL, DIV 1 ",LOSS,0,10,10,0,12,12,NULL
DONEGAL,DUBLIN,08/03/2009,"NFL, DIV 1 ",LOSS,1,8,11,0,13,13,NULL
KILDARE,WEXFORD,08/03/2009,"NFL, DIV 2 ",WIN,2,16,22,0,8,8,NULL
FERMANAGH,CORK,08/03/2009,"NFL, DIV 2 ",LOSS,0,7,7,0,10,10,NULL
MONAGHAN,ARMAGH,08/03/2009,"NFL, DIV 2 ",WIN,1,13,16,0,14,14,NULL
OFFALY,LOUTH,08/03/2009,"NFL, DIV 3 ",WIN,2,8,14,1,10,13,NULL
LIMERICK,TIPPERARY,08/03/2009,"NFL, DIV 3 ",LOSS,1,10,13,1,11,14,NULL
ROSCOMMON,LONGFORD,08/03/2009,"NFL, DIV 3 ",WIN,1,12,15,0,13,13,NULL
WICKLOW,KILKENNY,08/03/2009,"NFL, DIV 4 ",WIN,7,24,45,0,3,3,NULL
WATERFORD,CLARE,08/03/2009,"NFL, DIV 4 ",WIN,0,15,15,0,12,12,NULL
LONDON,SLIGO,08/03/2009,"NFL, DIV 4 ",LOSS,0,5,5,2,6,12,NULL
LEITRIM,ANTRIM,08/03/2009,"NFL, DIV 4 ",TIE,2,6,12,1,9,12,NULL
DERRY,DUBLIN,14/03/2009,"NFL, DIV 1 ",WIN,0,20,20,1,12,15,NULL
LAOIS,CORK,14/03/2009,"NFL, DIV 2 ",LOSS,0,9,9,0,18,18,NULL
FERMANAGH,ARMAGH,14/03/2009,"NFL, DIV 2 ",LOSS,0,10,10,0,11,11,NULL
LIMERICK,CAVAN,14/03/2009,"NFL, DIV 3 ",LOSS,0,9,9,0,10,10,NULL
LONDON,WATERFORD,14/03/2009,"NFL, DIV 4 ",WIN,0,9,9,0,8,8,NULL
GALWAY,DONEGAL,15/03/2009,"NFL, DIV 1 ",WIN,1,16,19,0,12,12,NULL
WESTMEATH,TYRONE,15/03/2009,"NFL, DIV 1 ",LOSS,2,10,16,1,15,18,NULL
MAYO,KERRY,15/03/2009,"NFL, DIV 1 ",LOSS,0,11,11,0,13,13,NULL
MONAGHAN,KILDARE,15/03/2009,"NFL, DIV 2 ",LOSS,1,11,14,1,14,17,NULL
MEATH,WEXFORD,15/03/2009,"NFL, DIV 2 ",WIN,0,10,10,0,7,7,NULL
OFFALY,TIPPERARY,15/03/2009,"NFL, DIV 3 ",LOSS,1,8,11,1,16,19,NULL
ROSCOMMON,LOUTH,15/03/2009,"NFL, DIV 3 ",WIN,0,13,13,0,10,10,NULL
DOWN,LONGFORD,15/03/2009,"NFL, DIV 3 ",WIN,0,13,13,0,8,8,NULL
WICKLOW,LEITRIM,15/03/2009,"NFL, DIV 4 ",LOSS,0,11,11,0,13,13,NULL
KILKENNY,CLARE,15/03/2009,"NFL, DIV 4 ",LOSS,0,4,4,5,21,36,NULL
CARLOW,ANTRIM,15/03/2009,"NFL, DIV 4 ",LOSS,1,11,14,4,14,26,NULL
DONEGAL,TYRONE,21/03/2009,"NFL, DIV 1 ",WIN,0,11,11,0,8,8,NULL
MEATH,MONAGHAN,21/03/2009,"NFL, DIV 2 ",TIE,0,12,12,0,12,12,NULL
FERMANAGH,LAOIS,21/03/2009,"NFL, DIV 2 ",LOSS,1,14,17,0,23,23,NULL
LONDON,ANTRIM,21/03/2009,"NFL, DIV 4 ",LOSS,0,4,4,3,20,29,NULL
MAYO,DUBLIN,22/03/2009,"NFL, DIV 1 ",TIE,0,9,9,0,9,9,NULL
DERRY,GALWAY,22/03/2009,"NFL, DIV 1 ",TIE,0,13,13,2,7,13,NULL
WESTMEATH,KERRY,22/03/2009,"NFL, DIV 1 ",LOSS,0,6,6,1,12,15,NULL
KILDARE,ARMAGH,22/03/2009,"NFL, DIV 2 ",LOSS,1,10,13,1,12,15,NULL
CORK,WEXFORD,22/03/2009,"NFL, DIV 2 ",WIN,1,16,19,0,7,7,NULL
OFFALY,CAVAN,22/03/2009,"NFL, DIV 3 ",WIN,1,16,19,0,13,13,NULL
LONGFORD,LOUTH,22/03/2009,"NFL, DIV 3 ",LOSS,0,12,12,0,18,18,NULL
TIPPERARY,ROSCOMMON,22/03/2009,"NFL, DIV 3 ",WIN,2,13,19,1,10,13,NULL
LIMERICK,DOWN,22/03/2009,"NFL, DIV 3 ",WIN,2,9,15,1,11,14,NULL
WICKLOW,CLARE,22/03/2009,"NFL, DIV 4 ",WIN,1,15,18,2,9,15,NULL
WATERFORD,LEITRIM,22/03/2009,"NFL, DIV 4 ",WIN,3,7,16,1,10,13,NULL
CARLOW,SLIGO,22/03/2009,"NFL, DIV 4 ",LOSS,0,8,8,2,8,14,NULL
DERRY,TYRONE,28/03/2009,"NFL, DIV 1 ",LOSS,0,11,11,0,14,14,NULL
OFFALY,DOWN,28/03/2009,"NFL, DIV 3 ",LOSS,1,7,10,2,15,21,NULL
LIMERICK,LONGFORD,28/03/2009,"NFL, DIV 3 ",WIN,0,10,10,0,7,7,NULL
