Team_Name,Opp_Name,Date,Game_Round,Team_Outcome,Team_Goals,Team_Points,Team_Score,Opp_Goals,Opp_Points,Opp_Score,Venue
GALWAY,ARMAGH,03/04/2011,"NFL, DIV 1 ",WIN,1,20,23,0,18,18,ARMAGH
LAOIS,SLIGO,03/04/2011,"NFL, DIV 2 ",WIN,1,14,17,2,8,14,SLIGO
KILDARE,TYRONE,03/04/2011,"NFL, DIV 2 ",LOSS,0,5,5,0,13,13,TYRONE
ANTRIM,DONEGAL,03/04/2011,"NFL, DIV 2 ",LOSS,1,8,11,1,17,20,DONEGAL
MEATH,DERRY,03/04/2011,"NFL, DIV 2 ",LOSS,3,8,17,1,18,21,DERRY
TIPPERARY,WEXFORD,03/04/2011,"NFL, DIV 3 ",WIN,0,17,17,0,10,10,TIPPERARY
WESTMEATH,LIMERICK,03/04/2011,"NFL, DIV 3 ",WIN,0,14,14,0,12,12,LIMERICK
WATERFORD,OFFALY,03/04/2011,"NFL, DIV 3 ",LOSS,1,12,15,1,14,17,WATERFORD
KILKENNY,ROSCOMMON,03/04/2011,"NFL, DIV 4 ",LOSS,0,1,1,0,25,25,ROSCOMMON
LEITRIM,LONGFORD,03/04/2011,"NFL, DIV 4 ",LOSS,0,10,10,1,8,11,LONGFORD
FERMANAGH,CLARE,03/04/2011,"NFL, DIV 4 ",WIN,0,17,17,0,9,9,FERMANAGH
LONDON,CARLOW,03/04/2011,"NFL, DIV 4 ",LOSS,1,6,9,1,18,21,CARLOW
ARMAGH,CORK,10/04/2011,"NFL, DIV 1 ",LOSS,1,12,15,2,15,21,CORK
MONAGHAN,MAYO,10/04/2011,"NFL, DIV 1 ",WIN,1,18,21,2,13,19,MONAGHAN
GALWAY,DUBLIN,10/04/2011,"NFL, DIV 1 ",TIE,0,15,15,2,9,15,GALWAY
DOWN,KERRY,10/04/2011,"NFL, DIV 1 ",LOSS,1,11,14,1,13,16,KERRY
LAOIS,DONEGAL,10/04/2011,"NFL, DIV 2 ",WIN,1,15,18,1,11,14,LAOIS
SLIGO,KILDARE,10/04/2011,"NFL, DIV 2 ",LOSS,1,12,15,0,16,16,KILDARE
ANTRIM,DERRY,10/04/2011,"NFL, DIV 2 ",LOSS,0,13,13,1,18,21,ANTRIM
MEATH,TYRONE,10/04/2011,"NFL, DIV 2 ",TIE,0,17,17,1,14,17,MEATH
WATERFORD,LOUTH,10/04/2011,"NFL, DIV 3 ",LOSS,0,11,11,1,11,14,WATERFORD
LIMERICK,WEXFORD,10/04/2011,"NFL, DIV 3 ",WIN,2,12,18,0,14,14,LIMERICK
WESTMEATH,OFFALY,10/04/2011,"NFL, DIV 3 ",WIN,0,19,19,2,11,17,WESTMEATH
TIPPERARY,CAVAN,10/04/2011,"NFL, DIV 3 ",LOSS,0,13,13,0,16,16,CAVAN
LEITRIM,ROSCOMMON,10/04/2011,"NFL, DIV 4 ",LOSS,0,15,15,1,14,17,ROSCOMMON
WICKLOW,CLARE,10/04/2011,"NFL, DIV 4 ",TIE,1,17,20,0,20,20,WICKLOW
LONDON,FERMANAGH,10/04/2011,"NFL, DIV 4 ",LOSS,0,8,8,0,14,14,FERMANAGH
CARLOW,LONGFORD,10/04/2011,"NFL, DIV 4 ",LOSS,1,12,15,1,21,24,LONGFORD
CORK,DUBLIN,24/04/2011,"NFL, DIV 1  FINAL",WIN,0,21,21,2,14,20,CROKE PARK
LAOIS,DONEGAL,24/04/2011,"NFL, DIV 2  FINAL",LOSS,0,16,16,2,11,17,CROKE PARK
WESTMEATH,LOUTH,24/04/2011,"NFL, DIV 3  FINAL",LOSS,0,13,13,1,15,18,CROKE PARK
ROSCOMMON,LONGFORD,24/04/2011,"NFL, DIV 4  FINAL",WIN,4,20,32,2,11,17,CROKE PARK
KERRY,CORK,18/03/2012,"NFL, DIV 1 ",WIN,0,13,13,0,11,11,PAIRC UI CHAOIMH
DOWN,DUBLIN,18/03/2012,"NFL, DIV 1 ",WIN,0,15,15,1,10,13,PAIRC ESLER
LAOIS,ARMAGH,18/03/2012,"NFL, DIV 1 ",WIN,1,15,18,1,10,13,PORTLAOISE
MAYO,DONEGAL,18/03/2012,"NFL, DIV 1 ",LOSS,1,7,10,0,17,17,BALLYSHANNON
ARMAGH,DUBLIN,11/03/2012,"NFL, DIV 1 ",LOSS,1,10,13,4,17,29,CROKE PARK
DONEGAL,KERRY,11/03/2012,"NFL, DIV 1 ",LOSS,1,8,11,2,16,22,FITZGERALD STADIUM
DOWN,MAYO,11/03/2012,"NFL, DIV 1 ",WIN,1,13,16,0,11,11,MCHALE PARK
LAOIS,CORK,10/03/2012,"NFL, DIV 1 ",LOSS,0,10,10,2,14,20,PORTLAOISE
DONEGAL,CORK,04/03/2012,"NFL, DIV 1 ",WIN,1,7,10,0,6,6,BALLYBOFEY
DOWN,KERRY,04/03/2012,"NFL, DIV 1 ",LOSS,0,8,8,0,14,14,PAIRC ESLER
MAYO,ARMAGH,03/03/2012,"NFL, DIV 1 ",WIN,1,14,17,0,11,11,MORGAN ATHLETIC GROUNDS
LAOIS,DUBLIN,03/03/2012,"NFL, DIV 1 ",LOSS,1,9,12,1,14,17,PORTLAOISE
LAOIS,DONEGAL,12/02/2012,"NFL, DIV 1 ",WIN,2,9,15,2,6,12,LETTERKENNY
DOWN,CORK,12/02/2012,"NFL, DIV 1 ",LOSS,0,10,10,4,11,23,PAIRC UI CHAOIMH
ARMAGH,KERRY,11/02/2012,"NFL, DIV 1 ",WIN,2,8,14,0,10,10,AUSTIN STACK PARK
ARMAGH,CORK,05/02/2012,"NFL, DIV 1 ",TIE,0,10,10,1,7,10,MORGAN ATHLETIC GROUNDS
KERRY,DUBLIN,04/02/2012,"NFL, DIV 1 ",WIN,1,14,17,0,11,11,CROKE PARK
LAOIS,MAYO,04/02/2012,"NFL, DIV 1 ",LOSS,0,8,8,1,11,14,PORTLAOISE
DOWN,DONEGAL,04/02/2012,"NFL, DIV 1 ",WIN,1,10,13,1,9,12,PAIRC ESLER
WESTMEATH,MONAGHAN,18/03/2012,"NFL, DIV 2 ",WIN,1,19,22,2,11,17,"CUSACK PARK, MULLINGAR"
MEATH,DERRY,18/03/2012,"NFL, DIV 2 ",LOSS,0,10,10,0,13,13,PAIRC TAILTEAN
KILDARE,LOUTH,18/03/2012,"NFL, DIV 2 ",WIN,2,15,21,0,17,17,DROGHEDA
GALWAY,TYRONE,18/03/2012,"NFL, DIV 2 ",LOSS,0,13,13,1,14,17,TUAM STADIUM
MONAGHAN,LOUTH,11/03/2012,"NFL, DIV 2 ",WIN,2,24,30,1,15,18,CLONES
MEATH,GALWAY,11/03/2012,"NFL, DIV 2 ",LOSS,1,11,14,1,12,15,PEARSE STADIUM
KILDARE,DERRY,11/03/2012,"NFL, DIV 2 ",WIN,2,13,19,2,8,14,NEWBRIDGE
WESTMEATH,TYRONE,10/03/2012,"NFL, DIV 2 ",LOSS,0,8,8,2,11,17,HEALY PARK
WESTMEATH,GALWAY,04/03/2012,"NFL, DIV 2 ",WIN,0,14,14,0,13,13,"CUSACK PARK, MULLINGAR"
TYRONE,LOUTH,04/03/2012,"NFL, DIV 2 ",WIN,2,13,19,0,13,13,DROGHEDA
MONAGHAN,DERRY,03/03/2012,"NFL, DIV 2 ",LOSS,0,8,8,0,14,14,CELTIC PARK
MEATH,KILDARE,03/03/2012,"NFL, DIV 2 ",LOSS,2,11,17,0,18,18,PAIRC TAILTEAN
WESTMEATH,MEATH,12/02/2012,"NFL, DIV 2 ",LOSS,0,5,5,0,17,17,"CUSACK PARK, MULLINGAR"
MONAGHAN,KILDARE,12/02/2012,"NFL, DIV 2 ",WIN,0,17,17,0,12,12,CLONES
DERRY,TYRONE,12/02/2012,"NFL, DIV 2 ",LOSS,0,9,9,2,15,21,HEALY PARK
GALWAY,LOUTH,12/02/2012,"NFL, DIV 2 ",TIE,1,8,11,0,11,11,PEARSE STADIUM
DERRY,GALWAY,05/02/2012,"NFL, DIV 2 ",LOSS,1,11,14,1,15,18,CELTIC PARK
WESTMEATH,LOUTH,05/02/2012,"NFL, DIV 2 ",LOSS,1,6,9,0,12,12,HAGGARDSTOWN
KILDARE,TYRONE,04/02/2012,"NFL, DIV 2 ",LOSS,0,12,12,2,11,17,CROKE PARK
MEATH,MONAGHAN,04/02/2012,"NFL, DIV 2 ",WIN,1,15,18,1,9,12,PAIRC TAILTEAN
OFFALY,CAVAN,18/03/2012,"NFL, DIV 3 ",WIN,1,10,13,0,11,11,KINGSPAN BREFFNI PARK
ANTRIM,LONGFORD,18/03/2012,"NFL, DIV 3 ",LOSS,1,8,11,0,15,15,PEARSE PARK
ROSCOMMON,WEXFORD,18/03/2012,"NFL, DIV 3 ",LOSS,1,10,13,1,12,15,WEXFORD PARK
SLIGO,TIPPERARY,18/03/2012,"NFL, DIV 3 ",WIN,1,16,19,0,7,7,MARKIEVICZ PARK
TIPPERARY,CAVAN,11/03/2012,"NFL, DIV 3 ",LOSS,0,14,14,4,10,22,SEMPLE STADIUM
OFFALY,WEXFORD,11/03/2012,"NFL, DIV 3 ",LOSS,2,5,11,0,21,21,O'CONNOR PARK
SLIGO,LONGFORD,11/03/2012,"NFL, DIV 3 ",LOSS,1,8,11,1,16,19,MARKIEVICZ PARK
ANTRIM,ROSCOMMON,11/03/2012,"NFL, DIV 3 ",LOSS,1,6,9,1,10,13,DR HYDE PARK
ROSCOMMON,LONGFORD,04/03/2012,"NFL, DIV 3 ",LOSS,2,8,14,0,16,16,PEARSE PARK
TIPPERARY,WEXFORD,04/03/2012,"NFL, DIV 3 ",LOSS,1,8,11,2,20,26,WEXFORD PARK
OFFALY,ANTRIM,03/03/2012,"NFL, DIV 3 ",LOSS,1,8,11,2,14,20,CASEMENT PARK
SLIGO,CAVAN,03/03/2012,"NFL, DIV 3 ",LOSS,1,8,11,0,14,14,KINGSPAN BREFFNI PARK
OFFALY,ROSCOMMON,12/02/2012,"NFL, DIV 3 ",LOSS,1,6,9,0,12,12,O'CONNOR PARK
ANTRIM,TIPPERARY,12/02/2012,"NFL, DIV 3 ",WIN,1,13,16,0,13,13,SEMPLE STADIUM
SLIGO,WEXFORD,12/02/2012,"NFL, DIV 3 ",WIN,4,14,26,1,17,20,MARKIEVICZ PARK
CAVAN,LONGFORD,11/02/2012,"NFL, DIV 3 ",LOSS,0,7,7,0,10,10,KINGSPAN BREFFNI PARK
OFFALY,LONGFORD,05/02/2012,"NFL, DIV 3 ",LOSS,0,8,8,1,15,18,PEARSE PARK
CAVAN,WEXFORD,05/02/2012,"NFL, DIV 3 ",LOSS,1,13,16,4,9,21,WEXFORD PARK
TIPPERARY,ROSCOMMON,05/02/2012,"NFL, DIV 3 ",LOSS,0,12,12,1,12,15,KILTOOM
SLIGO,ANTRIM,04/02/2012,"NFL, DIV 3 ",LOSS,0,12,12,0,13,13,CASEMENT PARK
WICKLOW,LIMERICK,18/03/2012,"NFL, DIV 4 ",WIN,2,13,19,0,14,14,AUGHRIM
CARLOW,KILKENNY,18/03/2012,"NFL, DIV 4 ",WIN,3,11,20,1,6,9,FRESHFORD
WATERFORD,FERMANAGH,18/03/2012,"NFL, DIV 4 ",LOSS,0,12,12,0,15,15,FRAHER FIELD
LEITRIM,CLARE,18/03/2012,"NFL, DIV 4 ",LOSS,0,9,9,1,12,15,"CUSACK PARK, ENNIS"
WICKLOW,FERMANAGH,11/03/2012,"NFL, DIV 4 ",LOSS,0,9,9,0,11,11,BREWSTER PARK
CARLOW,CLARE,11/03/2012,"NFL, DIV 4 ",LOSS,0,14,14,1,12,15,DR CULLEN PARK
LONDON,LEITRIM,11/03/2012,"NFL, DIV 4 ",LOSS,0,8,8,1,10,13,PAIRC SEAN MAC DIRMADA
KILKENNY,LIMERICK,10/03/2012,"NFL, DIV 4 ",LOSS,0,1,1,1,30,33,NEWCASTLEWEST
LIMERICK,CLARE,04/03/2012,"NFL, DIV 4 ",LOSS,0,9,9,0,10,10,"CUSACK PARK, ENNIS"
WICKLOW,WATERFORD,04/03/2012,"NFL, DIV 4 ",LOSS,1,12,15,4,7,19,AUGHRIM
KILKENNY,FERMANAGH,04/03/2012,"NFL, DIV 4 ",LOSS,0,4,4,9,23,50,FRESHFORD
LONDON,CARLOW,04/03/2012,"NFL, DIV 4 ",LOSS,0,4,4,2,6,12,RUISLIP
LONDON,FERMANAGH,19/02/2012,"NFL, DIV 4 ",LOSS,0,9,9,2,15,21,RUISLIP
LONDON,LIMERICK,12/02/2012,"NFL, DIV 4 ",LOSS,1,7,10,1,13,16,THE GAELIC GROUNDS
CARLOW,LEITRIM,12/02/2012,"NFL, DIV 4 ",LOSS,0,13,13,2,9,15,DR CULLEN PARK
FERMANAGH,CLARE,12/02/2012,"NFL, DIV 4 ",WIN,0,11,11,0,8,8,BREWSTER PARK
KILKENNY,WATERFORD,11/02/2012,"NFL, DIV 4 ",LOSS,0,2,2,0,21,21,FRAHER FIELD
WATERFORD,CLARE,05/02/2012,"NFL, DIV 4 ",LOSS,0,12,12,1,17,20,"CUSACK PARK, ENNIS"
WICKLOW,KILKENNY,05/02/2012,"NFL, DIV 4 ",WIN,3,25,34,1,1,4,FRESHFORD
LEITRIM,LIMERICK,05/02/2012,"NFL, DIV 4 ",LOSS,0,9,9,1,9,12,PAIRC SEAN MAC DIRMADA
DONEGAL,DUBLIN,24/03/2012,"NFL, DIV 1 ",LOSS,0,13,13,2,16,22,CROKE PARK
MAYO,CORK,25/03/2012,"NFL, DIV 1 ",LOSS,0,13,13,0,14,14,MCHALE PARK
LAOIS,KERRY,25/03/2012,"NFL, DIV 1 ",LOSS,1,13,16,0,20,20,FITZGERALD STADIUM
DOWN,ARMAGH,24/03/2012,"NFL, DIV 1 ",LOSS,0,16,16,1,14,17,MORGAN ATHLETIC GROUNDS
MEATH,TYRONE,24/03/2012,"NFL, DIV 2 ",LOSS,0,5,5,1,12,15,HEALY PARK
DERRY,LOUTH,25/03/2012,"NFL, DIV 2 ",TIE,0,19,19,1,16,19,CELTIC PARK
MONAGHAN,GALWAY,25/03/2012,"NFL, DIV 2 ",LOSS,0,12,12,1,14,17,PEARSE PARK
WESTMEATH,KILDARE,25/03/2012,"NFL, DIV 2 ",LOSS,1,12,15,3,23,32,NEWBRIDGE
TIPPERARY,LONGFORD,24/03/2012,"NFL, DIV 3 ",TIE,0,12,12,0,12,12,SEMPLE STADIUM
ANTRIM,WEXFORD,25/03/2012,"NFL, DIV 3 ",LOSS,2,9,15,0,18,18,CASEMENT PARK
OFFALY,SLIGO,25/03/2012,"NFL, DIV 3 ",LOSS,1,12,15,1,14,17,O'CONNOR PARK
ROSCOMMON,CAVAN,25/03/2012,"NFL, DIV 3 ",WIN,1,17,20,1,12,15,DR HYDE PARK
WATERFORD,LIMERICK,24/03/2012,"NFL, DIV 4 ",WIN,1,18,21,1,14,17,THE GAELIC GROUNDS
KILKENNY,LEITRIM,25/03/2012,"NFL, DIV 4 ",LOSS,0,3,3,4,26,38,PAIRC SEAN MAC DIRMADA
LONDON,CLARE,25/03/2012,"NFL, DIV 4 ",LOSS,0,12,12,0,17,17,RUISLIP
WICKLOW,CARLOW,25/03/2012,"NFL, DIV 4 ",WIN,1,9,12,0,10,10,DR CULLEN PARK
CARLOW,WATERFORD,31/03/2012,"NFL, DIV 4 ",WIN,1,15,18,0,12,12,FRAHER FIELD
LONDON,KILKENNY,01/04/2012,"NFL, DIV 4 ",WIN,4,30,42,0,4,4,NOLAN PARK
WICKLOW,LEITRIM,01/04/2012,"NFL, DIV 4 ",WIN,2,13,19,1,10,13,AUGHRIM
FERMANAGH,LIMERICK,01/04/2012,"NFL, DIV 4 ",TIE,1,10,13,0,13,13,BREWSTER PARK
MAYO,DUBLIN,31/03/2012,"NFL, DIV 1 ",WIN,0,20,20,0,8,8,MCHALE PARK
KILDARE,GALWAY,08/04/2012,"NFL, DIV 2 ",TIE,2,12,18,0,18,18,PEARSE STADIUM
MONAGHAN,TYRONE,08/04/2012,"NFL, DIV 2 ",LOSS,1,6,9,1,16,19,HEALY PARK
MEATH,LOUTH,08/04/2012,"NFL, DIV 2 ",LOSS,1,8,11,2,13,19,PAIRC TAILTEAN
WESTMEATH,DERRY,08/04/2012,"NFL, DIV 2 ",WIN,1,15,18,0,10,10,"CUSACK PARK, MULLINGAR"
LAOIS,DOWN,08/04/2012,"NFL, DIV 1 ",LOSS,0,10,10,2,11,17,PORTLAOISE
MAYO,KERRY,08/04/2012,"NFL, DIV 1 ",TIE,1,12,15,1,12,15,AUSTIN STACK PARK
CORK,DUBLIN,08/04/2012,"NFL, DIV 1 ",WIN,1,12,15,0,12,12,PAIRC UI CHAOIMH
DONEGAL,ARMAGH,08/04/2012,"NFL, DIV 1 ",WIN,0,13,13,0,10,10,BALLYBOFEY
ANTRIM,CAVAN,08/04/2012,"NFL, DIV 3 ",WIN,4,6,18,0,12,12,KINGSPAN BREFFNI PARK
LONGFORD,WEXFORD,08/04/2012,"NFL, DIV 3 ",WIN,2,12,18,1,13,16,PEARSE PARK
OFFALY,TIPPERARY,08/04/2012,"NFL, DIV 3 ",LOSS,0,8,8,0,11,11,CLONMEL
SLIGO,ROSCOMMON,08/04/2012,"NFL, DIV 3 ",WIN,1,12,15,0,12,12,MARKIEVICZ PARK
CARLOW,FERMANAGH,08/04/2012,"NFL, DIV 4 ",LOSS,0,8,8,1,16,19,DR CULLEN PARK
LONDON,WICKLOW,08/04/2012,"NFL, DIV 4 ",LOSS,0,12,12,1,16,19,RUISLIP
WATERFORD,LEITRIM,08/04/2012,"NFL, DIV 4 ",LOSS,1,8,11,0,14,14,SEAN MAC DIARMADA PARK
KILKENNY,CLARE,08/04/2012,"NFL, DIV 4 ",LOSS,1,4,7,2,29,35,"CUSACK PARK, ENNIS"
MAYO,KERRY,15/04/2012,"NFL, DIV 1  SEMI-FINAL",WIN,2,15,21,1,17,20,CROKE PARK
DOWN,CORK,15/04/2012,"NFL, DIV 1  SEMI-FINAL",LOSS,1,12,15,2,17,23,CROKE PARK
LONDON,WATERFORD,15/04/2012,"NFL, DIV 4 ",TIE,0,9,9,0,9,9,FRAHER FIELD
FERMANAGH,LEITRIM,15/04/2012,"NFL, DIV 4 ",WIN,2,15,21,0,7,7,BREWSTER PARK
CARLOW,LIMERICK,15/04/2012,"NFL, DIV 4 ",LOSS,1,9,12,0,19,19,THE GAELIC GROUNDS
WICKLOW,CLARE,15/04/2012,"NFL, DIV 4 ",WIN,1,15,18,1,12,15,AUGHRIM
MAYO,CORK,29/04/2012,"NFL, DIV 1  FINAL",LOSS,0,11,11,2,10,16,CROKE PARK
KILDARE,TYRONE,29/04/2012,"NFL, DIV 2  FINAL",WIN,0,16,16,0,11,11,CROKE PARK
LONGFORD,WEXFORD,28/04/2012,"NFL, DIV 3  FINAL",WIN,1,12,15,0,13,13,CROKE PARK
WICKLOW,FERMANAGH,28/04/2012,"NFL, DIV 4  FINAL",WIN,2,16,22,1,11,14,CROKE PARK
KILDARE,CORK,09/02/2013,"NFL, DIV 1 ",WIN,2,10,16,1,9,12,PAIRC UI RINN
KILDARE,DONEGAL,02/02/2013,"NFL, DIV 1 ",WIN,2,14,20,1,13,16,CROKE PARK
KILDARE,DUBLIN,10/03/2013,"NFL, DIV 1 ",LOSS,2,7,13,2,20,26,CROKE PARK
KILDARE,MAYO,16/03/2013,"NFL, DIV 1 ",WIN,1,11,14,0,13,13,CASTLEBAR
KILDARE,TYRONE,24/03/2013,"NFL, DIV 1 ",LOSS,0,10,10,1,13,16,NEWBRIDGE
MAYO,TYRONE,10/02/2013,"NFL, DIV 1 ",LOSS,1,11,14,1,12,15,CASTLEBAR
DOWN,TYRONE,02/02/2013,"NFL, DIV 1 ",LOSS,1,8,11,1,11,14,PAIRC ESLER
CORK,DUBLIN,02/02/2013,"NFL, DIV 1 ",LOSS,2,9,15,1,18,21,CROKE PARK
KERRY,DUBLIN,10/02/2013,"NFL, DIV 1 ",LOSS,0,4,4,1,11,14,FITZGERALD STADIUM
TYRONE,DUBLIN,16/03/2013,"NFL, DIV 1 ",WIN,0,18,18,1,14,17,CROKE PARK
KILDARE,KERRY,03/03/2013,"NFL, DIV 1 ",WIN,2,8,14,0,12,12,NEWBRIDGE
DONEGAL,CORK,16/03/2013,"NFL, DIV 1 ",LOSS,0,10,10,0,12,12,PAIRC UI RINN
KILDARE,DOWN,07/04/2013,"NFL, DIV 1 ",LOSS,1,12,15,3,13,22,PAIRC ESLER
TYRONE,KERRY,07/04/2013,"NFL, DIV 1 ",LOSS,2,12,18,1,16,19,OMAGH
MAYO,DUBLIN,02/03/2013,"NFL, DIV 1 ",LOSS,0,16,16,2,14,20,CROKE PARK
KILDARE,TYRONE,14/04/2013,"NFL, DIV 1  SEMI-FINAL",LOSS,2,11,17,2,15,21,CROKE PARK
MAYO,DUBLIN,14/04/2013,"NFL, DIV 1  SEMI-FINAL",LOSS,0,16,16,2,16,22,CROKE PARK
DONEGAL,TYRONE,03/03/2013,"NFL, DIV 1 ",LOSS,0,12,12,1,13,16,OMAGH
DOWN,DUBLIN,23/03/2013,"NFL, DIV 1 ",LOSS,0,9,9,1,15,18,CROKE PARK
TYRONE,DUBLIN,28/04/2013,"NFL, DIV 1  FINAL",LOSS,0,17,17,0,18,18,CROKE PARK
MAYO,KERRY,03/02/2013,"NFL, DIV 1 ",WIN,0,15,15,1,6,9,ELVERYS MACHALE PARK
DOWN,DONEGAL,09/02/2013,"NFL, DIV 1 ",LOSS,0,7,7,0,12,12,BALLYBOFEY
DOWN,CORK,03/03/2013,"NFL, DIV 1 ",LOSS,1,17,20,3,12,21,PAIRC ESLER
DOWN,MAYO,09/03/2013,"NFL, DIV 1 ",WIN,0,13,13,0,11,11,PAIRC ESLER
DONEGAL,KERRY,10/03/2013,"NFL, DIV 1 ",WIN,1,12,15,0,6,6,BALLYBOFEY
TYRONE,CORK,10/03/2013,"NFL, DIV 1 ",LOSS,0,8,8,0,14,14,OMAGH
DOWN,KERRY,16/03/2013,"NFL, DIV 1 ",LOSS,1,5,8,0,11,11,AUSTIN STACK PARK
KERRY,CORK,24/03/2013,"NFL, DIV 1 ",WIN,0,11,11,0,7,7,AUSTIN STACK PARK
MAYO,DONEGAL,24/03/2013,"NFL, DIV 1 ",WIN,1,10,13,0,9,9,ELVERYS MACHALE PARK
MAYO,CORK,07/04/2013,"NFL, DIV 1 ",WIN,0,11,11,0,10,10,PAIRC UI CHAOIMH
DONEGAL,DUBLIN,07/04/2013,"NFL, DIV 1 ",TIE,1,10,13,0,13,13,BALLYBOFEY
LAOIS,ARMAGH,02/02/2013,"NFL, DIV 2 ",WIN,0,20,20,1,10,13,PORTLAOISE
DERRY,GALWAY,03/02/2013,"NFL, DIV 2 ",LOSS,0,15,15,1,15,18,PEARSE STADIUM
WESTMEATH,LOUTH,03/02/2013,"NFL, DIV 2 ",WIN,0,16,16,2,9,15,"CUSACK PARK, MULLINGAR"
LONGFORD,WEXFORD,20/03/2013,"NFL, DIV 2 ",LOSS,1,10,13,2,8,14,WEXFORD PARK
WESTMEATH,LONGFORD,10/02/2013,"NFL, DIV 2 ",WIN,2,7,13,1,8,11,GLENNON BROTHERS PEARSE PARK
LAOIS,DERRY,10/02/2013,"NFL, DIV 2 ",LOSS,2,11,17,1,17,20,CELTIC PARK
GALWAY,LOUTH,23/02/2013,"NFL, DIV 2 ",LOSS,0,11,11,0,17,17,GAELIC GROUNDS DROGHEDA
ARMAGH,WEXFORD,23/02/2013,"NFL, DIV 2 ",TIE,3,8,17,3,8,17,ATHLETIC GROUNDS
ARMAGH,LONGFORD,02/03/2013,"NFL, DIV 2 ",WIN,3,8,17,2,9,15,ATHLETIC GROUNDS
LAOIS,LOUTH,02/03/2013,"NFL, DIV 2 ",TIE,1,17,20,2,14,20,PORTLAOISE
DERRY,WEXFORD,03/03/2013,"NFL, DIV 2 ",WIN,0,19,19,0,10,10,WEXFORD PARK
WESTMEATH,GALWAY,03/03/2013,"NFL, DIV 2 ",TIE,1,10,13,0,13,13,TUAM STADIUM
DERRY,ARMAGH,09/03/2013,"NFL, DIV 2 ",TIE,0,16,16,0,16,16,CELTIC PARK
GALWAY,LONGFORD,10/03/2013,"NFL, DIV 2 ",WIN,3,11,20,3,7,16,GLENNON BROTHERS PEARSE PARK
WEXFORD,LOUTH,10/03/2013,"NFL, DIV 2 ",WIN,2,13,19,2,9,15,GAELIC GROUNDS DROGHEDA
WESTMEATH,LAOIS,10/03/2013,"NFL, DIV 2 ",WIN,1,10,13,1,8,11,CUSACK PARK MULLINGAR
DERRY,LONGFORD,16/03/2013,"NFL, DIV 2 ",WIN,0,14,14,0,5,5,CELTIC PARK
ARMAGH,LOUTH,16/03/2013,"NFL, DIV 2 ",LOSS,1,10,13,1,12,15,ATHLETIC GROUNDS
LAOIS,GALWAY,16/03/2013,"NFL, DIV 2 ",WIN,1,15,18,0,10,10,PORTLAOISE
WESTMEATH,WEXFORD,18/03/2013,"NFL, DIV 2 ",WIN,4,11,23,0,16,16,WEXFORD PARK
GALWAY,WEXFORD,24/03/2013,"NFL, DIV 2 ",WIN,1,16,19,0,11,11,PEARSE STADIUM
DERRY,LOUTH,24/03/2013,"NFL, DIV 2 ",WIN,2,14,20,1,12,15,GAELIC GROUNDS DROGHEDA
WESTMEATH,ARMAGH,24/03/2013,"NFL, DIV 2 ",WIN,0,17,17,0,16,16,CUSACK PARK MULLINGAR
LAOIS,LONGFORD,24/03/2013,"NFL, DIV 2 ",WIN,0,9,9,0,6,6,GLENNON BROTHERS PEARSE PARK
WESTMEATH,DERRY,07/04/2013,"NFL, DIV 2 ",LOSS,1,5,8,2,17,23,CELTIC PARK
LONGFORD,LOUTH,07/04/2013,"NFL, DIV 2 ",LOSS,1,8,11,1,14,17,GAELIC GROUNDS DROGHEDA
LAOIS,WEXFORD,07/04/2013,"NFL, DIV 2 ",WIN,0,14,14,1,8,11,WEXFORD PARK
GALWAY,ARMAGH,07/04/2013,"NFL, DIV 2 ",LOSS,1,12,15,0,21,21,ATHLETIC GROUNDS
WESTMEATH,DERRY,28/04/2013,"NFL, DIV 2  FINAL",LOSS,0,15,15,1,18,21,CROKE PARK
ANTRIM,CAVAN,03/02/2013,"NFL, DIV 3 ",WIN,1,14,17,2,9,15,CASEMENT PARK
MEATH,MONAGHAN,03/02/2013,"NFL, DIV 3 ",LOSS,2,3,9,1,18,21,CLONES
WICKLOW,FERMANAGH,03/02/2013,"NFL, DIV 3 ",LOSS,0,9,9,1,16,19,AUGHRIM
SLIGO,ROSCOMMON,03/02/2013,"NFL, DIV 3 ",LOSS,1,8,11,1,11,14,DR HYDE PARK
MONAGHAN,CAVAN,09/02/2013,"NFL, DIV 3 ",LOSS,0,5,5,1,10,13,KINGSPAN BREFFNI PARK
FERMANAGH,ROSCOMMON,09/02/2013,"NFL, DIV 3 ",WIN,2,12,18,2,6,12,BREWSTER PARK
SLIGO,ANTRIM,10/02/2013,"NFL, DIV 3 ",WIN,1,12,15,0,13,13,MARKIEVICZ PARK
WICKLOW,MEATH,10/02/2013,"NFL, DIV 3 ",LOSS,0,8,8,0,16,16,AUGHRIM
MEATH,CAVAN,02/03/2013,"NFL, DIV 3 ",LOSS,1,6,9,0,15,15,PAIRC TAILTEAN
FERMANAGH,ANTRIM,02/03/2013,"NFL, DIV 3 ",TIE,1,12,15,2,9,15,CASEMENT PARK
WICKLOW,ROSCOMMON,03/03/2013,"NFL, DIV 3 ",TIE,1,10,13,0,13,13,DR HYDE PARK
SLIGO,MONAGHAN,03/03/2013,"NFL, DIV 3 ",LOSS,0,7,7,1,12,15,CLONES
FERMANAGH,MONAGHAN,09/03/2013,"NFL, DIV 3 ",LOSS,0,12,12,0,14,14,BREWSTER PARK
